,0
5417,Opinion | Republicans and Democrats Both Miscalculated - The New York Times
5418,Pelosi: Consensus needed to avoid government shutdown
5419,How will sequestration impact homeland security?| Latest News Videos | Fox News
5420,"HuffPost - Breaking News, U.S. and World News | HuffPost"
5421,Obama is smarter than I am
5422,First Take: Obama says he won't blink this time
5423,NULL
5424,"HuffPost - Breaking News, U.S. and World News | HuffPost"
5425,FBI hinting at 10-day shutdown if sequester continues - The Washington Post
5426,NULL
5427,"House Now Has The Votes To End Government Shutdown, But It Won't | HuffPost Latest News"
5428,NULL
5429,NULL
5430,China gives U.S. lesson in grown-up policy making – Global Public Square - CNN.com Blogs
5431,Washington region schools tighten security in wake of Conn. massacre - The Washington Post
5432,NULL
5433,How Chuck Schumer can make or break Chuck Hagel - The Washington Post
5434,"Despite Benghazi, McCain Might Support Hillary Over Paul in 2016"
5435,Review finds Justice's voting rights section polarized
5436,California Republican Lawmakers Call For Immigration Reform | HuffPost Latest News
5437,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
5438,NULL
5439,"Left Targets Cruz, Conservatives--but Case Against Hagel Stronger than Ever"
5440,NULL
5441,NULL
5442,Grapevine: Was Mitt Romney right about Russia? | On Air Videos | Fox News
5443,Obama’s call for Congress vote on Syria puts GOP’s 2016 presidential hopefuls to the test - The Washington Post
5444,Cruising for a bruising? - BBC News
5445,McCain moves from backer to skeptic on Hagel - CNNPolitics
5446,Sen. Graham threatens to block all Obama nominees
5447,NULL
5448,Sarah Palin: Hillary Clinton ill-suited for president – CNN Political Ticker - CNN.com Blogs
5449,Sarah Palin: Hillary Clinton ill-suited for president – CNN Political Ticker - CNN.com Blogs
5450,"Bush, like most predecessors, holds tongue on successor - CNNPolitics"
5451,NULL
5452,Left Freaks Out Over 'Assassin Czar' Brennan CIA Nomination
5453,NULL
5454,Asian markets fall as US shutdown nears - BBC News
5455,John Brennan confirmed as CIA head after filibuster - BBC News
5456,NULL
5457,Graham says he'll continue to block Obama nominees unless he gets Benghazi info | Fox News
5458,NULL
5459,NULL
5460,Divisive Debate on Need for More Nuclear Safeguards - The New York Times
5461,NULL
5462,Slain Marines were staffers at Officer Candidate School - The Washington Post
5463,NULL
5464,Seven of 12 Washington Navy Yard victims identified
5465,"Obama to visit Boston Thursday, calls attack terrorism"
5466,NULL
5467,NULL
5468,NULL
5469,Abbreviated pundit round-up: Guns and drugs and the minimum wage
5470,Officials: Man who knew Boston bombing suspect was unarmed when shot - The Washington Post
5471,"Audit finds Navy security at risk, review to be ordered on heels of shooting | Fox News"
5472,NULL
5473,Guns in schools debate ratchets up
5474,Obama: Boston perpetrators will feel full weight of justice| Latest News Videos | Fox News
5475,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
5476,Hagel wants military facility safety study as Pentagon audit finds Navy penny-pinched on clearances
5477,Investigations: U.S. & World News Investigations | NBC News
5478,NULL
5479,NULL
5480,NULL
5481,Republican filibuster blocks Senate vote on Hagel nomination
5482,Obama Gun Policy Agenda Comes To Maddening End | HuffPost Latest News
5483,"Politics: Congress, Political Parties, National Security & More | NBC News"
5484,NULL
5485,NULL
5486,Details emerge on gun control proposal coming Wednesday - CNNPolitics
5487,Miss. Supreme Court upholds state's open carry gun law
5488,NULL
5489,NULL
5490,Jon Stewart blasts Republicans over gun hypocrisy and the Constitution
5491,Obama tries to undercut NRA in gun control debate | On Air Videos | Fox News
5492,"Anti-government extremist groups reach record levels, say experts - CNN"
5493,Media Immediately Follows Obama's Orders to Mock Skeet-Gate Skeptics
5494,6 reasons why 2013 was a bad year for Obama - CNNPolitics
5495,Investigations: U.S. & World News Investigations | NBC News
5496,Senate Bill Incentivizes Employers To Fire Americans and Hire Amnestied Immigrants
5497,"White House under assault over Obamacare, NSA, Benghazi - CNNPolitics"
5498,NULL
5499,NULL
5500,Roy Blunt: No more delay on mental health
5501,NULL
5502,Pelosi: Consensus needed to avoid government shutdown
5503,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
5504,Any good alternatives to military action against Syria?| Latest News Videos | Fox News
5505,Clinton's Syria Advisor Slams Obama's 'Strategically Appalling' Response
5506,NULL
5507,NULL
5508,Hong Kong wants answers on Snowden's hacking claims
5509,Obama says Iran shouldn’t misinterpret U.S. response to Syria - The Washington Post
5510,"Vladimir Putin: Edward Snowden Still In Moscow Airport Transit Zone, Won't Be Extradited | HuffPost Latest News"
5511,"Snowden, in Russia, Seeks Asylum in Ecuador - The New York Times"
5512,Kerry: U.S. will respond to ‘moral obscenity’ of Syria massacre
5513,Pakistan PM Sharif vows help for Afghan Taliban talks - BBC News
5514,NULL
5515,NULL
5516,NULL
5517,George Will: Obama seeks an accomplice for Syria action - The Washington Post
5518,Opinion | The Drone That Killed My Grandson - The New York Times
5519,U.S. documents detail al-Qaeda’s efforts to fight back against drones - The Washington Post
5520,Former military head says it was quickly clear terrorists behind Benghazi consulate attack | Fox News
5521,NULL
5522,"Afghanistan agrees to pact with Iran, while resisting US accord | Fox News"
5523,Investigations: U.S. & World News Investigations | NBC News
5524,Kerry: 'U.S. will defend its allies'
5525,Barring of Bolivian Plane Infuriates Latin America as Snowden Case Widens - The New York Times
5526,Hasty Exit Started With Pizza Inside a Hong Kong Hideout - The New York Times
5527,Israel issues warning to Iran over nuclear bomb report | Fox News
5528,NULL
5529,Kerry: 'Gaps' must be overcome in Iran nuclear deal
5530,Russian media predict big freeze in US ties - BBC News
5531,NULL
5532,"Alan Gross, former USAID contractor jailed in Cuba, appeals to Obama to intervene - The Washington Post"
5533,NULL
5534,NULL
5535,NULL
5536,World News | NBC News
5537,Iran nuclear talks with world powers make 'slow progress' - BBC News
5538,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
5539,"U.S. and Iran 
Agree to Speed
Talks to Defuse
Nuclear Issue - The New York Times"
5540,NULL
5541,British soldier killed by Afghan army gunman in Helmand - BBC News
5542,Iran's nuclear ambitions stalk presidential election - BBC News
5543,"Syria strikes could worsen war, analysts say - CNN"
5544,NULL
5545,Rising power India sees no U.S.-style Gulf security role
5546,"HuffPost - Breaking News, U.S. and World News | HuffPost"
5547,Split on Accord on Iran Strains U.S.-Israel Ties - The New York Times
5548,NULL
5549,NULL
5550,NULL
5551,NULL
5552,UN Security Council approves fourth round of even tougher sanctions against North Korea | Fox News
5553,NULL
5554,NULL
5555,US army hands over Bagram prison to Afghanistan - BBC News
5556,U.S. evacuates embassy in Yemen; drones hit al-Qaeda
5557,Syria crisis: US readers' reaction - BBC News
5558,NULL
5559,Hidden Hagel 2008 Speech Surfaces: No Attack on Iran Even if Israel Threatened
5560,Kerry: U.S. will respond to ‘moral obscenity’ of Syria massacre
5561,DHS questioned over decision to let Saudi passengers skip normal passport controls | Fox News
5562,NULL
5563,Christian and Muslim Egyptians Protest Obama Policies at White House
5564,NULL
5565,Obama asks Congress to OK strike on Syria
5566,Obama and Xi fail to bridge cybersecurity gap 
5567,White House Extremely 'Disappointed' Russia Gave Snowden Asylum
5568,Drone strikes: US Congress to get legal documents - BBC News
5569,U.S. intercepts Iranian order for attack on U.S. interests in Iraq: report
5570,NULL
5571,Snowden to Brazil: Swap you spying help for asylum
5572,Bashar al-Assad’s interview with Charlie Rose shows he knows Obama’s weak spots - The Washington Post
5573,NULL
5574,Analysis: Putin scores diplomatic win on Syria - CNNPolitics
5575,NULL
5576,"Edward Snowden flees Hong Kong for Moscow, asks Ecuador to grant him asylum - The Washington Post"
5577,NULL
5578,Diplomats: Iran seeking to upgrade nuclear equipment
5579,"Opinion: Al Qaeda, Iran ... and Canada plot? - CNN"
5580,NULL
5581,Official: Talks 'getting close' to deal with Iran on nuclear program  - CNN
5582,Kerry calls Karzai to defuse tension over Taliban - BBC News
5583,NULL
5584,Edward Snowden says he seeks safe harbor in Iceland
5585,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
5586,Jackson Diehl: Wading into the Middle East morass - The Washington Post
5587,NULL
5588,Senators weigh additional sanctions amid Iran nuclear deal | Fox News
5589,NULL
5590,Analysis: Putin scores diplomatic win on Syria - CNNPolitics
5591,NULL
5592,MUST-SEE: Stephen Colbert's own bombshell on 60 Minutes' Benghazi story!
5593,U.S. strike kills 2 top Shabab members in Somalia
5594,NULL
5595,Iran's President Hassan Rouhani urges 'constructive' dialogue in op-ed - CNN
5596,NULL
5597,"China tells Washington to return to U.N. on Syria, urges caution"
5598,NULL
5599,NULL
5600,Republicans call for release of Benghazi email - BBC News
5601,Opinion: Snowden is an unwanted guest in Putin's Russia - CNN
5602,Putin says Snowden is not technically in Russia
5603,Secret memos 'show Pakistan endorsed US drone strikes' - BBC News
5604,"Snowden Gets Novel and Change of Clothes, but No Clearance to Exit Airport - The New York Times"
5605,NULL
5606,NULL
5607,NULL
5608,Why Congress could reject military action in Syria - The Washington Post
5609,NULL
5610,World News | NBC News
5611,Opinion: Snowden is an unwanted guest in Putin's Russia - CNN
5612,"Politics: Congress, Political Parties, National Security & More | NBC News"
5613,Israel issues warning on report on Iran bomb
5614,White House: U.S. capable of defending against N. Korea
5615,"Valerie Jarrett, Chicago, and the Iran Deal"
5616,"29 boarding school students burned alive, shot dead by Islamist militants in Nigeria"
5617,NULL
5618,Ông Obama hủy cuộc gặp với TT Putin - BBC News Tiếng Việt
5619,John Kerry begins Mid East tour with stop in Egypt - BBC News
5620,No clear answers why Snowden remains free despite U.S. request for his arrest - The Washington Post
5621,UN starts drone surveillance in DR Congo - BBC News
5622,NULL
5623,George F. Will: Better a contained Iran than an all-out war - The Washington Post
5624,"HuffPost - Breaking News, U.S. and World News | HuffPost"
5625,New documentary seeks facts about Benghazi terror attack | On Air Videos | Fox News
5626,"Poll: Over Two-Thirds Back Investigations Into Benghazi, IRS Scandal"
5627,U.S.-Germany Intelligence Partnership Falters Over Spying - The New York Times
5628,Kerry ‘not blind’ to Rouhani’s past – CNN Political Ticker - CNN.com Blogs
5629,NULL
5630,Pentagon steps up planning for potential military intervention in Syria – CNN Security Clearance - CNN.com Blogs
5631,Obama urges military action against Syria but will seek Congress' OK - CNN
5632,Some suggest S. Korea should go nuclear
5633,NULL
5634,"Syria strikes could worsen war, analysts say - CNN"
5635,Strange bedfellows -- Iran and al Qaeda - CNN
5636,Iran nuclear talks: This time they are different - BBC News
5637,North Korea Issues New Threats Against South On Founder Kim Il Sung's Birthday | HuffPost null
5638,NULL
5639,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
5640,NULL
5641,"U.N.: More than 100,000 now dead in Syria's civil war"
5642,"Snowden stuck in Moscow? US, Russia wrangle over leaker status | Fox News"
5643,Qaeda Plot Leak Has Undermined U.S. Intelligence - The New York Times
5644,America's Mess in Egypt
5645,Analysts warn of risk from extremists in Syria
5646,Obama Using the UN to Bully Israel
5647,Venezuela | Reuters.com
5648,Iran backed out of nuclear deal - John Kerry - BBC News
5649,"Israel, U.S. dispute Iran deal"
5650,Hopes for peace talks buzz in Israel and Palestinian territories - CNN
5651,NULL
5652,Congress 'Evenly Divided' On Obama's Next Move In Syria | HuffPost Latest News
5653,Iran agrees to curb nuclear activity at Geneva talks - BBC News
5654,NULL
5655,NULL
5656,Lawmakers Respond on Twitter to Obama's Statement on a Syria Vote - The New York Times
5657,World News | NBC News
5658,NULL
5659,NULL
5660,NULL
5661,NULL
5662,Al-Qaeda’s Yemen branch eyes a new haven - The Washington Post
5663,Kerry to North Korea: U.S. will defend its allies in the region - The Washington Post
5664,The Third Man on Snowden's Reading List - The New York Times
5665,Interim deal on Iran nuclear standoff may be close
5666,"Politics: Congress, Political Parties, National Security & More | NBC News"
5667,"After Syria chemical allegations, Obama considering limited military strike - The Washington Post"
5668,NULL
5669,Senate delays Syria vote as Obama loses momentum
5670,NULL
5671,"S Sudan on precipice of civil war, Obama warns - BBC News"
5672,"Iran nuclear weapon over a year away, says Obama - BBC News"
